"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q13","Q86","Q85_1","Q85_2","Q85_3","Q85_4","Hot","Q84_1","Q84_2","Q84_3","Q84_4","hungry","Q83_1","Q83_2","Q83_3","Q83_4","full","Q82_1","Q82_2","Q82_3","Q82_4","cold","Q57","food1","food2","food3","food4","food5","fill1","fill2","fill3","fill4","fill5","Q42","Q44","Q46","Q48","Q50","Q73","thirsty","hungry.0","tired","Q51","Q42.0","Q35","Q41","Q2","Q3","Q4","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q35.0","DO_BR_FL_35","DO_BL_choices_food","LocationLatitude","LocationLongitude","LocationAccuracy","state","condition","pref_warmth","pref_food","filter_$"
"R_3lRIEV3pRy3vsbX","Default Response Set","Anonymous","","","156.56.236.134","0",2015-12-04 12:42:44,2015-12-04 12:48:39,1,"934025",1,1,15.025,102.155,102.62,3,"I would be sweating, it would be hard to breath. I would feel gross. I could imagine the nasty feelign I always get when my hair starts to dampen where it meets my scalp. I would be aggravated and short tempered. I would not be able to easily focus and wold be trying to find ways to cool myself.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,1,1,2,8,8,9,8,1,1,9,2,8,6,2,8,1,7,4,7,5,1,7,7,1,2,31,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|Q42|food4|food2|fill2|Q46|fill5|fill3|food1|food5|food3|fill4|Q48|fill1|Q44|Q50","39.078994750977","-86.617500305176","-1",1,1,5.2,4,0
"R_1GJqnTPeQS9YxW9","Default Response Set","Anonymous","","","64.134.234.82","0",2015-12-04 12:46:00,2015-12-04 12:49:23,1,"986823",1,1,1.633,1.633,77.618,1,"I would feel very uncomfortable. I would be frustrated and upset. I would want to tear the clothes off of my body and stand in front of the freezer. I would be thinking about cold places I would want to be. I would feel like cutting off all of my hair.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,9,1,1,9,9,9,1,9,9,9,1,1,1,9,1,1,7,7,4,7,1,9,9,1,1,30,1,NA,1,NA,1,NA,NA,1,"Warmth","Q57|food2|fill2|Q48|food5|Q50|fill3|Q46|food4|fill1|food3|fill4|food1|Q44|fill5|Q42","34.052200317383","-118.24369812012","-1",1,1,2.6,5.8,0
"R_2YonK1pmFno5saD","Default Response Set","Anonymous","","","76.187.76.122","0",2015-12-04 12:45:01,2015-12-04 12:49:52,1,"968285",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",3.398,126.58,138.101,6,"My whole body would be cold from head to toe. The only thing I would be thinking about would be getting inside and having a nice cup of hot chocolate and sitting by the fire. My toes and fingers would be the coldest and my I would try to keep warm by rubbng my arms and keeping them close to my chest. My breath would provide some warmth and relief from the bitter cold.",1,8,8,7,7,8,8,8,3,2,7,8,9,8,8,9,1,2,7,7,4,1,8,9,1,1,30,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|fill4|Q42|fill5|food4|food1|Q48|Q44|fill2|fill1|Q46|fill3|food3|food2|food5|Q50","33.14990234375","-96.855499267578","-1",1,2,8.4,7.6,0
"R_RmqKbRylVXQSsRr","Default Response Set","Anonymous","","","173.86.128.242","0",2015-12-04 12:48:04,2015-12-04 12:51:39,1,"978935",1,1,1.497,1.497,63.186,1,"Being very hot would make me quite uncomfortable.  My body would be sweating and I would feel tired and sluggish.  I think I wouldn't be very active, although my personality wouldn't change (meaning I wouldn't become irritable).",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,3,1,3,7,1,9,3,3,1,2,1,1,1,3,3,1,8,1,3,5,1,7,9,1,2,29,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|fill2|food3|Q46|Q48|fill4|fill3|Q42|fill1|fill5|Q44|food4|food5|food2|Q50|food1","40.952697753906","-115.7906036377","-1",1,1,1.8,3,0
"R_3lEKkskxT3ZxlxY","Default Response Set","Anonymous","","","108.9.177.30","0",2015-12-04 12:41:07,2015-12-04 12:51:44,1,"894970",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1.079,452.409,464.744,4,"I feel the pain and sting of extreme cold.  I cannot get warm and am searching for warmth anywhere.  My fingers and toes are blue and I'm beginning to lose feeling in them.  I am shivering and trying to keep moving, though it feels like I'm moving in slowmotion at the moment.  I don't know how long I'll be able to tolerate this.  My breathing seems shallow, yet increasingly labored.",1,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,1,4,6,6,4,1,9,9,1,2,57,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|Q48|fill3|food3|Q44|food1|fill2|Q50|fill5|fill1|food4|Q42|fill4|food2|food5|Q46","27.385299682617","-82.63680267334","-1",1,2,9,9,0
"R_1GJnhxAQOn80THj","Default Response Set","Anonymous","","","108.193.223.1","0",2015-12-04 12:40:12,2015-12-04 12:53:18,1,"962786",1,1,208.018,208.018,227.401,1,"My body would feel hot, dry, and sweaty. I'd be thinking about water and cool air. I'd feel frustrated.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,5,5,5,5,5,9,5,4,5,5,3,5,1,9,2,1,5,1,6,5,1,3,3,1,1,26,1,NA,1,NA,NA,NA,NA,1,"Warmth","Q57|fill4|food1|Q42|fill1|fill5|Q46|food4|fill2|Q44|Q48|fill3|food5|Q50|food3|food2","34.09049987793","-118.13439941406","-1",1,1,4,5,0
"R_3kKCaMWXzxWSRih","Default Response Set","Anonymous","","","108.31.173.194","0",2015-12-04 12:50:44,2015-12-04 12:53:39,1,"963878",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",3.494,3.494,62.649,1,"I would be coming up with all the ways I could get warm again. I'd want to crawl into bed and take a nice long, warm nap. I'd feel stiff and achy and really regretting my decision to get out of bed that day.",1,1,9,7,9,1,2,5,5,7,8,4,9,9,7,9,1,3,6,8,5,1,8,9,1,1,41,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|Q42|fill4|fill5|food2|food1|fill1|Q48|fill2|Q50|food4|Q46|fill3|food3|Q44|food5","38.922805786133","-76.888397216797","-1",1,2,7.6,5.4,0
"R_CfWqs5kGaITiA7L","Default Response Set","Anonymous","","","72.191.122.160","0",2015-12-04 12:38:53,2015-12-04 12:53:46,1,"972128",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",5.777,5.777,65.011,1,"I would have goosebumps it would sting my skin I would hate it very much.",1,9,4,8,8,6,1,7,1,1,9,2,7,9,5,5,1,6,7,7,3,1,7,7,1,2,20,1,NA,NA,1,NA,NA,NA,1,"cold","Q57|food5|fill2|food3|Q44|fill3|fill4|Q46|fill1|Q48|food4|food2|Q50|fill5|Q42|food1","30.182098388672","-94.009803771973","-1",1,2,5.6,7,0
"R_rlsabCaO0fmko4p","Default Response Set","Anonymous","","","169.57.0.224","0",2015-12-04 12:38:49,2015-12-04 12:54:03,1,"927881",1,1,22.424,50.973,173.157,2,"I would feel really warm and feverish. I would want to find ways to cool off. I would be sweating and feeling mentally uncomfortable and exhausted.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,2,7,9,9,7,9,5,2,9,8,1,4,3,8,9,1,4,7,4,6,1,8,9,1,2,33,1,1,NA,NA,NA,NA,NA,1,"Warmth","Q57|food2|Q42|fill3|Q50|fill1|fill2|Q44|food3|Q48|food4|Q46|fill4|food5|food1|fill5","19.434204101562","-99.138603210449","-1",1,1,5,6.8,0
"R_z7KvSoY5PWqY2zf","Default Response Set","Anonymous","","","68.98.141.65","0",2015-12-04 12:49:49,2015-12-04 12:54:11,1,"908636",1,1,9.114,9.114,74.994,1,"I don't get overheated very easily because I am small and thin. Being very hot doesn't bother me as much as it does most people. However, if it's really overwhelmingly hot, I might feel like I am being cooked in an oven. I try to get out of that situationas soon as possible and into an air conditioned building or store. If it's a tolerable heat, I move more slowly so as not to expend too much energy and get overworked.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,9,9,9,9,5,2,5,3,1,9,3,5,2,4,9,1,7,3,4,2,1,7,7,1,2,31,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|food5|food3|fill3|fill4|Q44|Q42|fill2|food4|Q50|Q48|fill1|Q46|fill5|food1|food2","38.879104614258","-77.376602172852","-1",1,1,4.6,8.2,0
"R_2dG8OgiIZeSX0Mr","Default Response Set","Anonymous","","","96.58.220.188","0",2015-12-04 12:51:40,2015-12-04 12:54:16,1,"941654",1,1,0.652,3.075,70.919,2,"I would feel very tired and it would seem like my life force is being drained away from me. I would want to drink some cool refreshing water and go to a very cool area. I would think im being cooked alive.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,3,5,4,4,3,3,5,3,8,1,6,4,3,6,7,1,6,5,6,5,1,9,9,1,1,24,1,NA,1,NA,NA,NA,NA,1,"Warmth","Q57|food2|Q44|fill4|Q50|food4|fill2|food1|fill5|Q48|food3|fill1|Q42|fill3|Q46|food5","27.862594604492","-82.709396362305","-1",1,1,5.2,3.8,0
"R_1rHYAPMVuiONqA1","Default Response Set","Anonymous","","","97.94.244.62","0",2015-12-04 12:48:56,2015-12-04 12:54:29,1,"895292",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",11.388,76.201,89.479,3,"I would feel like I needed something to wrap around myself. I would be shivering. It would be uncomfortable.",1,9,9,9,9,5,6,5,6,6,9,9,9,9,5,9,1,5,6,5,5,1,9,9,1,2,61,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|Q50|food1|food5|fill2|Q48|fill5|Q46|fill3|food3|fill1|food4|Q42|fill4|food2|Q44","42.138595581055","-124.24639892578","-1",1,2,8.2,8.2,0
"R_SOZ8JRiCnQQVxS1","Default Response Set","Anonymous","","","99.121.78.101","0",2015-12-04 12:35:52,2015-12-04 12:55:19,1,"895626",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",9.451,219.755,254.214,5,"I feel like my head is going to explode, the headache starts from the top of my head and goes down through the bones in my face, it feels like a brain freeze, but it doesn't stop. My arms start to hurt, like after a hard workout, I can feel my lungs makin an effort to breathe. I can't feel my toes or fingers, my skin feels rubbish. I struggle to keep my body warm, but is getting worse, I feel pain in my chest when I try to breathe and my ears start hurting badly. I can only think about getting to a warm pace and drink something hot.",1,1,7,9,8,8,1,8,1,4,7,8,9,8,9,9,1,8,7,7,1,1,9,9,1,2,38,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|food2|fill5|fill4|fill3|fill2|food5|Q44|food1|Q46|fill1|Q42|Q50|food3|food4|Q48","42.7626953125","-84.44270324707","-1",1,2,8.6,6.6,0
"R_2c7bKx2RCkjpdpB","Default Response Set","Anonymous","","","50.46.139.77","0",2015-12-04 12:50:59,2015-12-04 12:55:54,1,"897512",1,1,0.768,0.768,63.275,1,"If I feel hot I'd be irritated. My body would feel hot. I would act in ways that would work to cool me down. I would think of ways to cool me down. I might take off my clothes. I might turn on a fan. I might take a cold water shower.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,5,9,1,9,1,5,1,5,9,5,1,9,9,1,9,1,3,5,2,5,1,2,8,1,1,35,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|Q50|fill3|food5|Q48|Q46|fill2|Q42|food3|fill1|fill4|food2|food4|fill5|food1|Q44","47.820907592773","-122.31510162354","-1",1,1,5.8,5,0
"R_1Gv2IYrDZeSLc0L","Default Response Set","Anonymous","","","208.78.251.125","0",2015-12-04 12:52:09,2015-12-04 12:55:57,1,"939506",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",0.92,0.92,62.732,1,"I would only be thinking about how cold I am, because I cannot stand it. I would be wrapping my arms around myself and shivering, looking for any way I could to feel warm or shield myself from the cold or win. I wouldn't be able to do or think about anythng else.",1,9,9,1,9,1,5,1,5,1,9,6,9,9,9,9,1,1,1,7,4,1,9,9,1,1,25,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|Q42|Q50|food2|fill4|Q48|food3|Q44|fill5|food4|fill1|food1|food5|fill2|fill3|Q46","36.572204589844","-88.574203491211","-1",1,2,8.4,5.8,0
"R_2SwZHUi6xDRpqJp","Default Response Set","Anonymous","","","98.145.156.157","0",2015-12-04 12:51:22,2015-12-04 12:56:17,1,"988511",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1.25,65.156,74.106,3,"I would be shivering and my skin would be cold to the touch. If it was very cold, my extremities could be numb or tingly. I would probably try to move around more to get warm. I would not be happy because I hate being cold.",1,2,7,7,8,2,8,8,2,8,8,8,8,9,2,8,1,3,6,7,5,1,8,7,1,1,24,1,NA,NA,NA,NA,NA,1,1,"cold","Q57|food3|food2|Q42|Q44|fill5|fill1|fill2|food5|Q48|fill3|fill4|Q50|Q46|food4|food1","46.717193603516","-116.91790008545","-1",1,2,7,5.2,0
"R_6lLFXlut0Y3piYp","Default Response Set","Anonymous","","","50.233.43.100","0",2015-12-04 12:52:41,2015-12-04 12:56:18,1,"930405",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",13.657,13.657,76.023,1,"I can barely feel my hands and feet. My muscles are tight, my mind is tired.  I'm not quite shivering but I feel like I could be.  I wish I could find a heater and some relief.",1,9,8,1,8,7,2,7,2,2,9,8,9,9,1,9,1,8,3,6,2,1,8,8,1,1,31,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|fill2|food5|food3|food2|Q42|fill5|Q44|fill3|food4|food1|Q50|Q46|Q48|fill1|fill4","38.804794311523","-77.046897888184","-1",1,2,7.2,6.6,0
"R_3MSCwXm6TxwI3RJ","Default Response Set","Anonymous","","","172.58.105.20","0",2015-12-04 12:48:20,2015-12-04 12:56:19,1,"959087",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",3.068,167.93,202.638,6,"I'm so cold that I can't stop shivering. I'm stranded out in the middle of nowhere.  My hands are numb.  My face is numb and I can't feel my toes.  My shivering is so bad that it's painful. I've never been this cold.  I wonder that if I don't get warm soo, that I may possibly die.  I'm afraid.  And I can't stop thinking about frostbite and dying. I jump around to try to get warm and keep my circulation going.",1,9,9,9,9,9,1,9,1,8,1,9,9,9,9,9,1,9,9,9,3,1,9,9,1,2,66,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|fill4|food1|Q44|Q42|fill5|food5|Q50|Q46|food3|Q48|food4|fill1|food2|fill2|fill3","32.720901489258","-96.991203308105","-1",1,2,9,9,0
"R_1N3VKNKlk8drWQt","Default Response Set","Anonymous","","","207.244.77.1","0",2015-12-04 12:52:32,2015-12-04 12:56:53,1,"900317",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",7.641,7.641,96.951,1,"Things i would be thinking about will mainly be a hot bowl of soup. I wouldnt mind a hot cup of coffee too or a glass of my favorite whiskey. I would feel like shivering most of the time. And would try my best to keep myself warm.",1,7,3,3,7,3,7,6,3,4,7,7,7,7,7,7,1,6,6,5,4,1,8,8,1,1,34,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|fill2|fill4|food3|food1|Q44|food5|food2|fill1|Q48|Q42|food4|fill5|Q46|Q50|fill3","38.793197631836","-77.536598205566","-1",1,2,7,4.6,0
"R_2WvEHvxXV1mbKiM","Default Response Set","Anonymous","","","70.186.172.212","0",2015-12-04 12:54:04,2015-12-04 12:57:20,1,"993794",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",2.005,62.352,65.672,3,"I honestly cannot stand being cold. I live in South Louisiana, and am very rarely cold. When I am cold, I can't feel my fingers or toes because I have such poor circulation. I shiver uncontrollably and crave warmth.",1,9,9,9,9,2,1,9,1,9,9,9,9,9,7,9,1,6,8,3,5,1,9,9,1,2,29,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|food3|Q48|fill1|food1|food2|Q50|fill4|Q42|fill5|food5|food4|fill3|fill2|Q46|Q44","30.383804321289","-91.059799194336","-1",1,2,8.6,7.6,0
"R_1MKwJpRiPeh5CTX","Default Response Set","Anonymous","","","68.184.74.170","0",2015-12-04 12:52:09,2015-12-04 12:57:55,1,"918238",1,1,11.526,11.526,106.064,1,"I feel so hot and uncomfortable. Ugh I am all sweaty and gross. This heat is making me tired. Its so hot I don't feel like doing anything.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,9,9,1,9,1,1,9,1,9,9,1,1,1,1,9,1,1,5,5,5,1,9,9,1,2,23,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|fill3|food5|Q42|food1|food4|fill1|Q46|Q48|Q50|fill5|fill2|food2|food3|Q44|fill4","34.53889465332","-86.87329864502","-1",1,1,2.6,5.8,0
"R_2uqh3Trz9r8LKLE","Default Response Set","Anonymous","","","68.5.223.62","0",2015-12-04 12:47:23,2015-12-04 12:57:57,1,"945870",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",12.845,12.845,63.349,1,"I would be shivering and trying to find a heat source. I would need to put on more clothes. I would probably get a bit cranky if I was too cold and couldn't find anything to make me warmer.",1,9,1,1,9,5,3,1,1,1,9,9,9,9,5,9,1,6,4,5,4,1,9,9,1,2,28,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|fill1|food4|Q48|Q42|fill3|food1|fill4|Q50|fill5|Q46|food2|food5|fill2|food3|Q44","33.60530090332","-117.71730041504","-1",1,2,8.2,5,0
"R_2RPurF2293x6d5B","Default Response Set","Anonymous","","","72.79.171.205","0",2015-12-04 12:51:47,2015-12-04 12:58:03,1,"945883",1,1,12.083,12.083,106.371,1,"I would feel very uncomfortable as I don't like being hot.  I'd rather be cold than hot.  I would be very sweaty.  It would probably be very humid, which is much worse as my sweat couldn't evaporate so my body wouldn't cool myself.  I'd be very thirsty an miserable.  I would probably get a headache soon from dehydration.  It would be very uncomfortable for me.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,2,3,2,3,8,1,2,2,1,1,3,8,9,2,7,1,3,5,2,3,1,7,8,1,1,30,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|Q46|food1|Q50|Q42|Q48|fill4|Q44|food4|fill1|fill2|fill5|food5|food3|food2|fill3","41.280807495117","-75.896202087402","-1",1,1,5.8,3.6,0
"R_25HHUXeEPDWoF58","Default Response Set","Anonymous","","","198.71.118.107","0",2015-12-04 12:53:59,2015-12-04 12:59:27,1,"929998",1,1,1.267,10.355,173.314,2,"I would be thinking about where to find some shade and something to drink. My body would feel warm and I would be sweating. Depending on the situation it might feel good to be very hot for a little while, but if it was a dangerous situation I would be feeing nervous  about when it would cool down and if I could find some water.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,4,2,8,7,3,7,3,6,3,7,3,3,8,6,8,1,7,6,3,4,1,8,9,1,1,35,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|food5|Q48|fill4|Q46|food3|fill1|food1|fill3|Q42|fill2|food4|fill5|Q50|Q44|food2","32.703796386719","-109.65579986572","-1",1,1,5.6,4.8,0
"R_3PHP5tMJHwZnfnF","Default Response Set","Anonymous","","","73.54.3.99","0",2015-12-04 12:44:55,2015-12-04 12:59:31,1,"913034",1,1,8.31,11.534,75.375,2,"If I was hot I would feel very thirsty and need a cool glass of water maybe a jump in the pool actually I'm hot right now in this stuffy room getting paid pennies because the AC is broke and Mturk doesn't pay enough money for me to even live.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,6,7,4,9,7,6,3,6,5,6,6,5,7,1,6,1,7,8,7,8,1,3,6,1,1,30,1,NA,NA,1,NA,NA,NA,1,"Warmth","Q57|Q50|food4|fill2|food2|fill5|fill1|food5|Q48|fill4|Q44|Q46|food1|Q42|food3|fill3","26.296798706055","-81.789596557617","-1",1,1,5,6.6,0
"R_2UVj0vdqQmpf9DM","Default Response Set","Anonymous","","","67.162.161.135","0",2015-12-04 12:50:38,2015-12-04 12:59:36,1,"951234",1,1,81.362,81.362,233.619,1,"I would be sweaty and damp, and feel flushed, irritable, and drained. I would be thinking about the fact that I need to refill my water bottle and find some air conditioning, and maybe take a nap. I'm really not a fan of heat.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,2,1,1,1,2,1,9,9,2,9,9,9,5,3,8,1,6,4,6,5,1,9,9,1,2,31,1,NA,NA,1,1,NA,NA,1,"Warmth","Q57|fill3|Q46|Q48|fill5|food4|food1|food3|Q44|fill4|food2|food5|Q42|fill1|Q50|fill2","28.761993408203","-81.629997253418","-1",1,1,6.8,1.4,0
"R_3ETsCIfMyAZkAYE","Default Response Set","Anonymous","","","24.166.101.251","0",2015-12-04 12:55:58,2015-12-04 12:59:37,1,"939877",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1.701,1.701,84.768,1,"While being cold I can feel almost all my nerves tense up.  The blood flows a little faster through my veins.  My eyes open a bit wider as I become more and more awake almost to a point of excitment just from being cold.  I am disliking how it feels to becold and thinking of being in a warm place or getting to a warm place as soon as possible.",1,9,9,9,9,9,1,6,5,1,9,9,9,9,9,9,1,5,8,2,6,1,9,9,1,1,31,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|food4|fill3|fill5|Q48|food2|Q46|Q50|food1|fill4|Q44|fill2|fill1|Q42|food5|food3","41.970306396484","-80.3125","-1",1,2,9,9,0
"R_32XtqJmw2mqQixw","Default Response Set","Anonymous","","","66.27.130.148","0",2015-12-04 12:40:22,2015-12-04 13:00:00,1,"958344",1,1,2.584,2.584,103.319,1,"I am imagining that I am very hot.  My forehead is glistening with sweat, as are my legs and arms.  My hair is sticking to my forehead and the back of my neck.  The sun is burning and I am looking for shade to take a rest.  I am looking for a place to sitdown, and have a long drink of cold water.  My legs are burning from the intense exercise in the heat.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,9,9,5,9,9,1,9,1,1,9,9,1,9,9,8,1,5,1,1,5,1,7,9,1,2,52,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|fill5|fill2|Q48|food3|Q50|Q44|Q46|food1|fill3|fill1|fill4|food2|food4|food5|Q42","33.785400390625","-116.41899871826","-1",1,1,7.2,8.2,0
"R_2RVU5mLMNgTFBI6","Default Response Set","Anonymous","","","24.196.99.174","0",2015-12-04 12:48:08,2015-12-04 13:00:01,1,"947229",1,1,1.661,5.277,80.554,3,"My face would be throbbing and I would feel my face gettting red as drops of sweat formed.  I would start sweating all over my body. It would be harder to breathe. I would slow down and try to move as little as possible. I would try to focus on breathing lowly. I would be miserable and thinking about how to get out of the situation.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,7,2,2,2,2,2,7,8,8,7,2,2,4,2,6,1,7,3,7,6,1,7,8,1,2,40,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|Q46|fill2|food1|fill5|food4|fill4|Q50|food3|food2|fill3|Q42|fill1|Q44|food5|Q48","43.037200927734","-89.38639831543","-1",1,1,3.2,3,0
"R_1kN4EXKtnVRL4tE","Default Response Set","Anonymous","","","72.225.218.252","0",2015-12-04 12:50:51,2015-12-04 13:00:23,1,"961257",1,1,1.43,3.208,73.486,2,"Sweating. Uncomfortable, sort of breath, very aware of my own skin.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,2,8,2,3,7,8,2,2,7,7,1,7,4,5,5,1,2,3,4,5,1,3,5,1,1,27,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|Q44|Q48|fill5|food2|food3|Q42|fill2|fill3|food4|Q50|food5|Q46|fill4|fill1|food1","40.811599731445","-73.953002929688","-1",1,1,4.4,4.4,0
"R_2CkT1RyxMSCwFfa","Default Response Set","Anonymous","","","83.249.79.160","0",2015-12-04 12:58:16,2015-12-04 13:01:20,1,"911836",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1.288,1.288,73.881,1,"I would be thinking about where I can go to get warm.  My body would feel tense and achy.  It would feel very unpleasant.  I would be shivering and hoping that I could warm up very soon.",1,2,3,2,7,1,2,8,3,7,8,8,8,9,4,8,1,2,2,4,6,1,9,9,1,2,30,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|food2|food5|fill5|food4|fill2|fill1|food3|fill3|Q46|food1|Q44|Q42|Q48|Q50|fill4","55.600006103516","13","-1",1,2,7.4,3,0
"R_1GT5LCRCMtAzgg2","Default Response Set","Anonymous","","","142.197.202.198","0",2015-12-04 12:57:30,2015-12-04 13:01:44,1,"894313",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1.646,60.916,61.941,5,"I don't like being really cold. I much prefer to be nice and warm. My body would be shaking and I would not be able to concentrate well on my work. I would turn on the heat and cover up with pants and a jacket. Having all this clothing on would be a hindrnce and annoy me even further.",1,7,9,9,9,1,7,1,1,3,9,1,9,1,9,9,1,7,9,5,4,1,9,9,1,1,28,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|food3|fill1|Q48|fill5|food2|food5|fill4|food1|Q42|fill2|Q46|Q50|fill3|food4|Q44","29.056304931641","-82.025703430176","-1",1,2,5.8,7,0
"R_3KITbFfpXoUFVDL","Default Response Set","Anonymous","","","70.44.201.179","0",2015-12-04 12:56:15,2015-12-04 13:01:46,1,"922371",1,1,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1.204,1.204,108.087,1,"If I was very cold, the first parts of my body to feel it would be my hands, feet, and my nose. I would be thinking of ways to keep warm as my fingers and toes would be going numb. I would be moving around more trying to warm up and rubbing my hands togeter, maybe even sitting on my hands.",1,6,9,6,6,1,6,4,6,9,7,9,9,8,9,8,1,7,2,5,4,1,7,9,1,2,31,1,NA,NA,NA,1,NA,NA,1,"cold","Q57|food2|Q50|Q42|fill5|fill3|food5|food4|fill4|Q48|food1|Q44|fill1|fill2|Q46|food3","40.332504272461","-75.855903625488","-1",1,2,8.6,5.6,0
"R_0DkXXP6tijppjQ5","Default Response Set","Anonymous","","","24.74.206.234","0",2015-12-04 12:57:57,2015-12-04 13:02:08,1,"984912",1,1,8.812,54.961,98.76,2,"Being very hot would be miserable. I would be sweating a lot, and just would be sticky and uncomfortable for sure. I would be thinking about a way to cool off. I'm sure I'd start out ok, but after awhile I'd just be irritable and cranky. My body would fee overwhelmed and I'm sure I would be distressed. I imagine nobody would want to be around me, and I probably wouldn't even want to be around myself.",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",1,8,7,5,3,3,8,8,3,6,8,5,5,4,9,6,1,6,3,6,5,1,9,9,1,2,33,1,NA,NA,NA,1,NA,NA,1,"Warmth","Q57|food3|fill3|Q48|fill5|Q44|fill1|Q50|Q42|Q46|food4|food2|fill2|food1|fill4|food5","34.148406982422","-77.861999511719","-1",1,1,5.8,5.2,0
