"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q13","Q86","Q84_1","Q84_2","Q84_3","Q84_4","hungry","Q43","Q83_1","Q83_2","Q83_3","Q83_4","full","Q47","Q48_1","Q48_2","Q48_3","Q48_4","Q49","Q44","Q45_1","Q45_2","Q45_3","Q45_4","Q46","Q57","food1","food2","food3","food4","food5","fill1","fill2","fill3","fill4","fill5","Q239","Q240","Q241","Q242","Q243","Q244","Q245","Q246","Q247","Q248","Q249","Q73","thirsty","hungry.0","tired","Q51","Q42","Q35","Q41","Q2","Q3","Q4","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q35.0","DO_BR_FL_35","DO_BR_FL_41","DO_BR_FL_39","DO_BL_choices_now","DO_BL_Choices_general","LocationLatitude","LocationLongitude","LocationAccuracy","condition","nowgeneral","choice_now","choice_general","choice","filter_$"
"R_sYT3JzsSYf5cwjD","Default Response Set","Anonymous","","","107.77.90.111","0",2015-12-10 13:32:18,2015-12-10 13:37:41,1,"993885",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,13.63,13.63,198.563,1,"I had this rechargeable train that I got for Christmas when I was about 5 years old. It would run down and then I had to plug it in to recharge. My mother taught me how to do that. I was fascinated by the magic of the train and plugging it in to the wall ocket to get more energy. In fact, I especially delighted in the occasional spark that flew out of the wall socket it I jerked the plug out. I got more fascinated by the spark than I was fascinated by the train. So I would turn out the light in my room an just jerk the plug out of the wall over and over again to make a spark. I never could find the spark that seemed to fall to the floor. No one could explain it to me. I wanted to find that little spark.",NA,NA,NA,NA,NA,"",1,9,9,9,9,6,9,9,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,6,1,9,9,1,1,67,1,NA,NA,NA,1,NA,NA,1,"FL_41","control2","choices_now","Q57|food5|food3|fill5|fill1|food2|fill4|food1|fill2|food4|fill3","","38","-97","-1",3,1,8.4,NA,8.4,1
"R_cA9EHNcbCEjRJ8B","Default Response Set","Anonymous","","","76.29.2.79","0",2015-12-10 13:33:43,2015-12-10 13:37:52,1,"924973",1,1,4.003,4.003,101.669,1,"Ugh. Am starving. I didn't eat breakfast or lunch and got sidetracked on the computer. It's hard to concentrate on anything other than mentally categorizing what's in the fridge and pantry. My stomach is rumbling which makes it kind of hurt. As soon as I' done with this, I'm going to go use the leftover chicken to make some chicken salad and put it on a croissant. Wonder if I have any of that awesome hummus left for some carrots?",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,9,9,9,5,9,9,9,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5,6,4,1,9,9,1,2,41,1,NA,NA,NA,1,NA,NA,1,"Hunger","","choices_now","Q57|fill2|food2|food5|food1|fill3|food4|fill4|fill5|food3|fill1","","41.51789855957","-87.235298156738","-1",1,1,6.6,NA,6.6,1
"R_20ns5MQiktMQ9yN","Default Response Set","Anonymous","","","97.90.213.233","0",2015-12-10 13:33:47,2015-12-10 13:38:11,1,"997560",1,NA,NA,NA,NA,NA,"",1,0.863,60.564,63.356,3,"I regret eating so much. My stomache feels bloated, I'm tired, I can barely move. I just want to take a nap. I have no energy.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,1,1,1,1,4,3,3,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,7,6,1,7,8,1,1,33,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|fill2|food5|fill5|food2|food3|food1|fill3|fill1|fill4|food4","","35.738693237305","-82.054801940918","-1",2,1,1,NA,1,1
"R_323dxWvJeaooLC9","Default Response Set","Anonymous","","","68.5.117.127","0",2015-12-10 13:35:22,2015-12-10 13:38:28,1,"890534",1,NA,NA,NA,NA,NA,"",1,1.623,1.623,83.017,1,"When I am very full I don't feel very well. I usually have to sit down and lay back. I often feel regret when I eat way too much. I sometimes eat too fast so then I don't realize that I am already full. After I feel very full, I try to remind myself not t eat so fast and to slow down for next time.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,4,8,3,3,4,8,6,3,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,5,6,1,7,8,1,2,36,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|fill4|food2|fill1|fill3|fill5|food1|fill2|food4|food3|food5","","33.567993164062","-117.63279724121","-1",2,1,4.4,NA,4.4,1
"R_Ui3crQeHrTshgit","Default Response Set","Anonymous","","","71.204.250.104","0",2015-12-10 13:34:42,2015-12-10 13:38:44,1,"893005",1,1,1.033,1.033,88.754,1,"I am very hungry right now. My stomach does not hurt, it is just empty. I can feel how easily my abdominal muscles can pull in towards my spine. I feel light-headed and irritable. I can't stop thinking about how a cheeseburger would taste.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,2,9,7,9,2,7,9,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,2,4,1,9,9,1,2,27,1,NA,NA,NA,1,NA,NA,1,"Hunger","","choices_now","Q57|fill5|food2|fill4|fill1|food4|food3|fill3|fill2|food5|food1","","32.98779296875","-80.005699157715","-1",1,1,5.8,NA,5.8,1
"R_1FbtI9VmWpnH7b9","Default Response Set","Anonymous","","","208.87.146.28","0",2015-12-10 13:33:49,2015-12-10 13:39:18,1,"949970",1,1,1.522,1.522,63.748,1,"Being very hungry would be uncomfortable. I would be unable to focus and would only want to find some food to eat. My body would ache and my stomach would grow. I would feel empty and low on energy.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,8,8,8,8,2,8,2,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,3,3,1,7,7,1,1,22,1,NA,NA,NA,1,NA,NA,1,"Hunger","","choices_now","Q57|food5|fill2|food4|food1|food3|fill4|fill5|fill1|food2|fill3","","17.300003051758","-62.716697692871","-1",1,1,6.8,NA,6.8,1
"R_TvzGqSx65012cg1","Default Response Set","Anonymous","","","71.209.17.240","0",2015-12-10 13:36:01,2015-12-10 13:39:26,1,"889920",1,NA,NA,NA,NA,NA,"",1,0,0,66.256,0,"There is a ""tension"" feeling around my belly, and I am a little bit loose-limbed and relaxed. I am a little bit tired, but content. The thought of food is not appealing to me at the moment.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,2,3,3,4,1,8,7,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,7,5,1,8,8,1,1,38,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|food3|food4|fill5|fill3|food5|food1|fill4|fill2|fill1|food2","","43.529205322266","-112.2733001709","-1",2,1,2.6,NA,2.6,1
"R_2zMxwWVf3LOW6Gh","Default Response Set","Anonymous","","","73.44.91.223","0",2015-12-10 13:37:06,2015-12-10 13:39:41,1,"952323",1,NA,NA,NA,NA,NA,"",1,1.492,1.492,74.392,1,"I am uncomfortable sitting at the table.  I wish i could unbutton my pants.  My stomach hurts and feels bloated.  I wish I hadn't eaten so much and had more control.  I kind of want to lay down or close my eyes.  I have trouble concentrating and listeningto others because I am distracted by my full stomach.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,5,1,4,7,3,9,5,5,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,1,8,9,1,2,30,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|food3|fill4|fill1|food5|food4|food2|fill3|food1|fill2|fill5","","42.077194213867","-87.72859954834","-1",2,1,4,NA,4,1
"R_sGqYUzMXW1B8QeJ","Default Response Set","Anonymous","","","50.191.91.44","0",2015-12-10 13:36:36,2015-12-10 13:39:41,1,"989674",1,NA,NA,NA,NA,NA,"",1,2.941,2.941,74.147,1,"If i were full I would feel very sluggish. I would not want to move around at all, instead I would feel very lazy and unmotivated. I would be thinking why did I eat so much ?",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,1,1,1,1,1,9,1,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,1,5,1,9,9,1,1,43,1,1,NA,NA,NA,NA,NA,1,"Full","","choices_now","Q57|fill2|fill1|food5|fill5|fill3|food4|food2|food1|fill4|food3","","40.260498046875","-75.615501403809","-1",2,1,1,NA,1,1
"R_pEQnqt4J1xw5A1b","Default Response Set","Anonymous","","","24.16.93.138","0",2015-12-10 13:35:27,2015-12-10 13:40:03,1,"897110",1,NA,NA,NA,NA,NA,"",1,10.433,10.433,105.663,1,"I would feel blotted and probably tired. I would not want to do anything but take a nap.  I would also probably feel a bit guilty for eating to much food. I would worry that it was causing me to gain to much weight. I would probably have a desire to eat lss food the next time or even fast the rest of the day.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,9,2,9,7,3,8,8,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,4,4,1,3,7,1,1,60,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|food4|food5|fill5|food2|food1|fill4|fill1|fill2|food3|fill3","","47.025695800781","-122.79669952393","-1",2,1,5.6,NA,5.6,1
"R_1PRxQSY2aGvLLAY","Default Response Set","Anonymous","","","206.255.248.252","0",2015-12-10 13:37:48,2015-12-10 13:40:18,1,"949988",1,1,6.255,6.255,69.808,1,"When I'm hungry, my body needs to eat.  If I don't eat, I get a feeling of shakiness and I feel like I will pass out.  It's almost like I'm diabetic, but I'm not.  It's a strange sensation feeling that way.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,8,2,1,8,7,1,5,3,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,4,6,1,8,8,1,2,47,1,NA,NA,NA,1,NA,NA,1,"Hunger","","choices_now","Q57|food5|fill5|food4|fill1|food3|fill4|fill3|food2|food1|fill2","","34.417892456055","-93.049301147461","-1",1,1,5.2,NA,5.2,1
"R_2Qh3cpuRaP49ER7","Default Response Set","Anonymous","","","75.89.124.22","0",2015-12-10 13:37:43,2015-12-10 13:40:30,1,"985220",1,NA,NA,NA,NA,NA,"",1,4.447,7.785,72.568,2,"I would be thinking about sleeping. My body would feel heavy and unmotivated to move. I would act sleepy and probably lazy. I tend to avoid the physical state of being full since it is typically the result of overeating.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,9,1,8,8,2,5,5,5,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,6,1,8,7,1,1,27,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|fill3|fill5|food4|fill4|fill2|fill1|food3|food5|food2|food1","","43.755996704102","-88.366600036621","-1",2,1,5.6,NA,5.6,1
"R_sMQOWOqklyj9IMp","Default Response Set","Anonymous","","","99.165.141.14","0",2015-12-10 13:36:12,2015-12-10 13:40:33,1,"990333",1,NA,NA,NA,NA,NA,"",1,4.845,69.053,74.641,6,"I would feel so stuffed and full and be mad at myself for eating that much. I would feel like my pants are tight and unmotivated to do anything but sit there.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,4,4,2,9,9,2,1,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,6,4,1,8,9,1,2,29,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|fill1|food3|fill5|fill2|food2|fill3|fill4|food1|food5|food4","","34.564498901367","-92.586799621582","-1",2,1,5.6,NA,5.6,1
"R_1LSZbXR21znxVDt","Default Response Set","Anonymous","","","76.232.16.97","0",2015-12-10 13:36:47,2015-12-10 13:41:05,1,"979944",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,16.21,16.21,87.431,1,"I would be travelling to Milwaukee from Chicago to go to Summerfest.  I would be using a car.  I would be with my husband.  I would be very happy thinking about how much fun we are going to have at the festival.  We will listen to music as we travel.",1,9,9,9,9,9,1,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,4,5,1,9,9,1,2,49,1,NA,NA,NA,1,NA,NA,1,"FL_41","Control1","choices_now","Q57|fill3|food3|fill2|fill1|food4|food5|food2|fill4|food1|fill5","","41.923202514648","-87.805702209473","-1",3,1,9,NA,9,1
"R_1HnqH54dVLoZNhv","Default Response Set","Anonymous","","","69.125.63.194","0",2015-12-10 13:35:23,2015-12-10 13:41:06,1,"903853",1,NA,NA,NA,NA,NA,"",1,2.545,56.498,122.793,8,"Well, I've been pretty full before and it is not a pleasant feeling. You feel uncomfortable, sometimes you feel like you're having difficulty breathing. You feel lethargic and lazy and you also start to feel a little sleepy, it's usually difficult to thin of what you need to be doing, hard to focus on the task at hand.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,9,1,1,9,5,1,5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,1,5,1,9,9,1,2,25,1,1,NA,NA,NA,NA,NA,1,"Full","","choices_now","Q57|fill4|food2|fill3|food3|fill5|food4|fill1|food5|fill2|food1","","40.610000610352","-73.910797119141","-1",2,1,4.2,NA,4.2,1
"R_2dRYCpDyTRak96I","Default Response Set","Anonymous","","","98.168.223.157","0",2015-12-10 13:38:50,2015-12-10 13:41:58,1,"945622",1,NA,NA,NA,NA,NA,"",1,9.304,9.304,72.499,1,"When i feel full, I feel bloated.  I feel uncomfortable.  I feel like I have eaten too much.  I also get sleepy and lazy.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,2,5,4,1,1,7,9,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,5,5,1,5,6,1,2,57,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|fill4|food3|food5|fill2|fill5|food4|food2|food1|fill1|fill3","","41.110504150391","-95.93399810791","-1",2,1,2.6,NA,2.6,1
"R_2QPMbozIcLgxyEw","Default Response Set","Anonymous","","","74.115.73.47","0",2015-12-10 13:38:56,2015-12-10 13:42:22,1,"971556",1,1,0.864,0.864,86.538,1,"I would not be able to concentrate and would be constantly thinking about what I could eat and how to get food easily.  I would try to drink more water or something to help curb my hunger.  If/when I would get food I would devour it without even thinking r enjoying it.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,5,7,4,8,6,5,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,4,1,3,7,1,1,34,1,NA,NA,NA,1,NA,NA,1,"Hunger","","choices_now","Q57|food5|fill5|fill1|food3|food2|fill3|fill2|food1|food4|fill4","","42.20329284668","-74.522598266602","-1",1,1,6,NA,6,1
"R_296QiABK7V4ovfh","Default Response Set","Anonymous","","","24.208.34.34","0",2015-12-10 13:37:40,2015-12-10 13:42:26,1,"918497",1,1,4.475,9.669,76.475,2,"If i was feeling hungry my first thought would be to some how obtain some food.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,1,9,9,1,1,25,1,NA,NA,NA,1,NA,NA,1,"Hunger","","choices_now","Q57|fill2|food3|fill1|food1|food5|fill4|food2|food4|fill3|fill5","","44.245300292969","-88.364799499512","-1",1,1,5,NA,5,1
"R_88hm4YtWjoAZkB7","Default Response Set","Anonymous","","","50.141.78.128","0",2015-12-10 13:34:21,2015-12-10 13:43:24,1,"979687",1,NA,NA,NA,NA,NA,"",1,4.804,199.004,209.522,2,"I feel a slight bit of remorse. I'm so full that it hurts. There is a combination of heartburn, slight nausea and abdominal pain. When I had eaten 75% of the final amount I had eaten, the warning signs had already started. Why didn't I stop then? The last25% didn't even taste as good as the first 75%, as it had been combined with pain. I scold myself, then wait for the pain to pass.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,7,7,7,7,7,5,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,1,5,7,1,1,29,1,NA,1,NA,NA,NA,NA,1,"Full","","choices_now","Q57|food4|food5|fill2|fill1|fill4|food3|fill3|food2|food1|fill5","","44.984298706055","-93.265403747559","-1",2,1,7,NA,7,1
"R_01JdCAG7sEekGVr","Default Response Set","Anonymous","","","172.90.194.47","0",2015-12-10 13:39:11,2015-12-10 13:43:26,1,"936841",1,1,2.785,2.785,64.976,1,"If I were very hungry I would be so miserable. I would have a pounding headache and my stomach would hurt. I would only be able to think about food. I would have an attitude because of the pain.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,9,9,2,9,2,1,5,5,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,4,5,4,1,9,9,1,2,27,1,1,NA,NA,NA,NA,NA,1,"Hunger","","choices_now","Q57|food4|food1|fill2|fill3|food3|food5|food2|fill5|fill4|fill1","","33.912902832031","-118.34390258789","-1",1,1,6.2,NA,6.2,1
"R_216AyaulxugCBNK","Default Response Set","Anonymous","","","190.234.35.205","0",2015-12-10 13:25:59,2015-12-10 13:43:42,1,"935896",1,NA,NA,NA,NA,NA,"",1,17.214,861.134,865.097,28,"I feel discomfort and desire to vomit, wanting to not move much and sit until I pass this upset stomach. I would take a Alka -seltzer and try to relax.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,9,9,9,8,9,9,5,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8,2,7,1,8,8,1,1,36,1,NA,NA,1,NA,NA,NA,1,"Full","","choices_now","Q57|fill5|food4|fill1|food3|food1|fill3|fill2|food2|fill4|food5","","-12.050003051758","-77.050003051758","-1",2,1,8.8,NA,8.8,1
"R_1nZ9GK1c32iXaCr","Default Response Set","Anonymous","","","96.255.103.44","0",2015-12-10 13:39:45,2015-12-10 13:44:10,1,"926026",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,6.12,122.249,125.214,5,"If I had to travel to a different city using my own money, I would probably visit Atlanta. I've been in the midatlantic region for way too long, I would want a change of pace with better weather, though I dunno what I would do there. I would probably driv down there on I-95. Whilst travelling I would probably listen to the radio, whether that's through a mobile or the car radio. I would feel free, though a bit worried about all the money I would be spending.",1,2,8,1,8,5,5,5,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,5,1,8,9,1,1,27,1,NA,1,NA,1,NA,NA,1,"FL_41","Control1","choices_now","Q57|food5|fill1|fill3|fill4|food4|fill5|food3|food1|food2|fill2","","39.135803222656","-76.872001647949","-1",3,1,4.8,NA,4.8,1
"R_30dCWy7xyp2XhfE","Default Response Set","Anonymous","","","12.156.207.130","0",2015-12-10 13:41:48,2015-12-10 13:44:23,1,"969512",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,3.07,3.07,69.97,1,"I would be driving to the city thinking about the sights that I will encounter as I approach the city. I will be coming over a hill when the skyline of the city comes into view. I take a moment to appreciate the sight of the skyline and the setting sun inthe background. It's an enjoyable drive to the city that I never take for granted.",1,9,5,2,8,7,8,2,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,6,1,7,9,1,1,28,1,NA,NA,NA,1,NA,NA,1,"FL_41","Control1","choices_now","Q57|fill2|fill3|food4|food3|fill4|food1|food5|food2|fill1|fill5","","38.630294799805","-90.012100219727","-1",3,1,6.2,NA,6.2,1
"R_1BUSXqFJbR4ft00","Default Response Set","Anonymous","","","108.249.89.249","0",2015-12-10 13:39:02,2015-12-10 13:44:24,1,"945722",1,NA,NA,NA,NA,NA,"",1,2.221,2.221,112.617,1,"I think that I would feel satisfied if I were very full. It might be a little bit uncomfortable, but it is better than than being hungry. I would act a little bit extra lazy and slow. I would feel mostly good about life.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,9,4,6,9,2,9,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,5,1,8,9,1,1,33,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|food3|fill3|fill5|food5|fill4|fill1|fill2|food4|food1|food2","","38.873001098633","-121.154296875","-1",2,1,6,NA,6,1
"R_31NwOZ3iteUUUo4","Default Response Set","Anonymous","","","99.92.193.56","0",2015-12-10 13:39:29,2015-12-10 13:45:35,1,"968363",1,NA,NA,NA,NA,NA,"",1,3.01,3.01,61.673,1,"i am thinking about my job. im feeling as if i am tired and can go to sleep anytime soon. my office is cluttered and i feel like the walls are closing in on me.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,7,3,9,3,1,8,6,9,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,9,9,1,9,8,1,1,27,1,1,NA,NA,NA,NA,NA,1,"Full","","choices_now","Q57|fill2|food4|fill4|food3|fill5|fill1|food5|fill3|food2|food1","","44.059906005859","-88.527801513672","-1",2,1,4.6,NA,4.6,1
"R_OOSATIhGPgQIy8V","Default Response Set","Anonymous","","","66.190.254.107","0",2015-12-10 13:40:33,2015-12-10 13:45:47,1,"969262",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,0.946,0.946,89.244,1,"I am driving to all of the larger stores to get supplied for the month. I am always nervous driving because it is a mountain drive in every direction, and I am still scared after 4 years. I am driving my car, hoping that a van with 188k miles on it will mke it there and back.",1,5,3,1,9,5,2,8,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,5,1,9,9,1,2,41,1,NA,NA,NA,1,NA,NA,1,"FL_41","Control1","choices_now","Q57|fill1|fill3|food3|fill4|food5|food2|fill5|food1|food4|fill2","","43.373992919922","-124.14770507812","-1",3,1,4.6,NA,4.6,1
"R_2PzehF3A6SVPlPz","Default Response Set","Anonymous","","","24.207.214.172","0",2015-12-10 13:40:30,2015-12-10 13:46:04,1,"980708",1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,12.024,136.656,158.137,5,"i am playing with my dollhouse.  I love to take all the furniture out and rearrange everything.   I have made curtains and rugs for the little house.  I am thinking that someday I want a house that is two story and has a pool.  I play with this house almot everyday. I enjoy fining objects to put in the house.",NA,NA,NA,NA,NA,"",1,7,9,7,1,3,8,8,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,2,5,1,9,9,1,2,59,1,NA,NA,NA,1,NA,NA,1,"FL_41","control2","choices_now","Q57|food5|fill4|fill5|food4|fill3|fill1|food3|food1|food2|fill2","","38.580505371094","-90.274398803711","-1",3,1,5.4,NA,5.4,1
"R_3iXtLWIk5YoRKNx","Default Response Set","Anonymous","","","50.0.158.246","0",2015-12-10 13:40:20,2015-12-10 13:46:09,1,"949118",1,1,4.886,4.886,88.534,1,"I am very hungry. My body feels weak. My stomatch is making noises. I would start thinking about things I want to eat right now. I would be thinking of a juicy steak, or a fatty burger, or a cheesy pizza. I would be thinking about the unhealthiest but mos delicious foods. I would start salivating.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,8,8,8,8,8,4,3,3,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,6,5,1,7,7,1,1,29,1,NA,1,NA,NA,NA,NA,1,"Hunger","","choices_now","Q57|food1|food5|fill2|fill5|fill4|food4|food3|food2|fill1|fill3","","37.760696411133","-122.48419952393","-1",1,1,8,NA,8,1
"R_3CVhHnjLk4QCbO8","Default Response Set","Anonymous","","","216.158.17.146","0",2015-12-10 13:42:58,2015-12-10 13:46:33,1,"963818",1,NA,NA,NA,NA,NA,"",1,1.494,20.678,88.068,2,"When I am very full, it is a constant mental push/pull.  I feel satisfied in a sense, but I also feel shameful for eating so much.  I am currenlty a bit heavier than i would like, so I believe guilt would be the main emotion.  I would feel sluggish and unasy about doing physical activity.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,6,8,8,7,3,9,3,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,5,6,1,8,9,1,1,29,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|food1|fill5|food5|fill2|food4|fill1|fill3|food3|food2|fill4","","39.715698242188","-75.528099060059","-1",2,1,6.4,NA,6.4,1
"R_3P82uhmxQbnd7o1","Default Response Set","Anonymous","","","67.248.247.223","0",2015-12-10 13:41:22,2015-12-10 13:46:36,1,"945368",1,NA,NA,NA,NA,NA,"",1,10.437,10.437,180.599,1,"I would think about how my belly feels like it is going to rupture if i eat anymore. I would be very lazy and not want to move round.I would think about how bad it feels to eat too much and hope i would not eat as much food at future meals.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,3,4,1,1,2,1,9,1,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,6,3,1,9,9,1,2,43,1,NA,NA,NA,1,NA,NA,1,"Full","","choices_now","Q57|food2|fill5|fill2|fill1|food1|fill3|food5|food4|food3|fill4","","43.089797973633","-73.500297546387","-1",2,1,2.2,NA,2.2,1
"R_0DSqNZpjLMrpnjP","Default Response Set","Anonymous","","","107.14.56.128","0",2015-12-10 13:44:22,2015-12-10 13:46:39,1,"995468",1,1,0.992,33.128,63.388,2,"Feeling very hungry would be awful. I'd be constantly thinking about food and how much I want it. I would feel weak and my hands would be shaky. It'd be difficult to move my hands or focus on anything that requires real attention. I'd just be counting dow the minutes until I could get myself my next meal. I'd start getting irritable and upset about how hungry I am feeling. I'd feel sad.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,8,7,7,8,2,6,4,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,5,1,2,7,1,1,24,1,NA,NA,1,NA,NA,NA,1,"Hunger","","choices_now","Q57|fill2|fill1|food1|fill3|fill5|food4|food3|fill4|food5|food2","","34.052200317383","-118.24369812012","-1",1,1,6.4,NA,6.4,1
"R_1rlDYMb4BGfpl5W","Default Response Set","Anonymous","","","108.71.36.41","0",2015-12-10 13:43:02,2015-12-10 13:46:41,1,"890859",1,NA,NA,NA,NA,NA,"",1,4.831,4.831,69.671,1,"I would be satisfied but a little uncomfortable. I would be lethargic. I would sit in a relaxed position.",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",1,3,8,2,6,4,6,3,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,6,4,1,7,9,1,2,34,1,NA,1,1,NA,NA,NA,1,"Full","","choices_now","Q57|fill3|food4|fill2|food2|fill4|fill1|food5|food3|food1|fill5","","34.14860534668","-118.39649963379","-1",2,1,4.6,NA,4.6,1
